Country/Region,Date,Lat,Long,Confirmed,Deaths,Recovered
Bangladesh,4/13/20,23.685,90.3563,803,39,42
Barbados,4/13/20,13.1939,-59.5432,72,4,13
Belarus,4/13/20,53.7098,27.9534,2919,29,203
Belgium,4/13/20,50.8333,4.0,30589,3903,6707
Benin,4/13/20,9.3077,2.3158,35,1,5
Bhutan,4/13/20,27.5142,90.4336,5,0,2
Bolivia,4/13/20,-16.2902,-63.5887,330,27,2
Bosnia and Herzegovina,4/13/20,43.9159,17.6791,1037,39,206
Brazil,4/13/20,-14.235,-51.9253,23430,1328,173
Brunei,4/13/20,4.5353,114.7277,136,1,107
Bulgaria,4/13/20,42.7339,25.4858,685,32,71
Burkina Faso,4/13/20,12.2383,-1.5616,497,27,161
Cabo Verde,4/13/20,16.5388,-23.0418,10,1,1
Cambodia,4/13/20,11.55,104.9167,122,0,77
Cameroon,4/13/20,3.8480000000000003,11.5021,820,12,0
Canada,4/13/20,671.7607,-1237.6289,25680,781,0
Central African Republic,4/13/20,6.6111,20.9394,11,0,3
Chad,4/13/20,15.4542,18.7322,23,0,2
Chile,4/13/20,-35.6751,-71.543,7525,82,2367
China,4/13/20,1083.3367,3684.4197000000004,83213,3345,75696
Colombia,4/13/20,4.5709,-74.2973,2852,112,319
Congo (Brazzaville),4/13/20,-4.0383,21.7587,60,5,5
Congo (Kinshasa),4/13/20,-4.0383,21.7587,235,20,17
Costa Rica,4/13/20,9.7489,-83.7534,612,3,62
Cote d'Ivoire,4/13/20,7.54,-5.5471,626,6,89
Croatia,4/13/20,45.1,15.2,1650,25,400
Diamond Princess,4/13/20,0.0,0.0,712,11,619
Cuba,4/13/20,22.0,-80.0,726,21,121
Cyprus,4/13/20,35.1264,33.4299,662,12,65
Czechia,4/13/20,49.8175,15.472999999999999,6059,143,0
Denmark,4/13/20,189.8634,-40.014300000000006,6513,285,2403
Djibouti,4/13/20,11.8251,42.5903,298,2,41
Dominican Republic,4/13/20,18.7357,-70.1627,3167,177,152
Ecuador,4/13/20,-1.8312,-78.1834,7529,355,597
Egypt,4/13/20,26.0,30.0,2190,164,589
El Salvador,4/13/20,13.7942,-88.8965,137,6,22
Equatorial Guinea,4/13/20,1.5,10.0,21,0,4
Eritrea,4/13/20,15.1794,39.7823,34,0,0
Estonia,4/13/20,58.5953,25.0136,1332,28,102
Eswatini,4/13/20,-26.5225,31.4659,15,0,7
Ethiopia,4/13/20,9.145,40.4897,74,3,14
Fiji,4/13/20,-17.7134,178.065,16,0,0
Finland,4/13/20,64.0,26.0,3064,59,300
France,4/13/20,91.3624,59.71919999999999,125394,14986,28001
Gabon,4/13/20,-0.8037,11.6094,57,1,1
Gambia,4/13/20,13.4432,-15.3101,9,1,2
Georgia,4/13/20,42.3154,43.3569,272,3,68
Germany,4/13/20,51.0,9.0,130072,3194,64300
Ghana,4/13/20,7.9465,-1.0232,566,8,4
Greece,4/13/20,39.0742,21.8243,2145,99,269
Guatemala,4/13/20,15.7835,-90.2308,156,5,19
Guinea,4/13/20,9.9456,-9.6966,319,0,17
Guyana,4/13/20,5.0,-58.75,45,6,8
Haiti,4/13/20,18.9712,-72.2852,40,3,0
Holy See,4/13/20,41.9029,12.4534,8,0,2
Honduras,4/13/20,15.2,-86.2419,397,25,7
Hungary,4/13/20,47.1625,19.5033,1458,109,120
Iceland,4/13/20,64.9631,-19.0208,1711,8,933
India,4/13/20,21.0,78.0,10453,358,1181
Indonesia,4/13/20,-0.7893,113.9213,4557,399,380
Iran,4/13/20,32.0,53.0,73303,4585,45983
Iraq,4/13/20,33.0,44.0,1378,78,717
Ireland,4/13/20,53.1424,-7.6921,10647,365,25
Israel,4/13/20,31.0,35.0,11586,116,1855
Italy,4/13/20,43.0,12.0,159516,20465,35435
Jamaica,4/13/20,18.1096,-77.2975,73,4,19
Japan,4/13/20,36.0,138.0,7370,123,784
Jordan,4/13/20,31.24,36.51,391,7,215
Kazakhstan,4/13/20,48.0196,66.9237,1091,12,138
Kenya,4/13/20,-0.0236,37.9062,208,9,40
South Korea,4/13/20,36.0,128.0,10537,217,7447
Kuwait,4/13/20,29.5,47.75,1300,2,150
Kyrgyzstan,4/13/20,41.2044,74.7661,419,5,67
Latvia,4/13/20,56.8796,24.6032,655,5,16
Lebanon,4/13/20,33.8547,35.8623,632,20,80
Liberia,4/13/20,6.4281,-9.4295,59,6,4
Liechtenstein,4/13/20,47.14,9.55,79,1,55
Lithuania,4/13/20,55.1694,23.8813,1062,24,101
Luxembourg,4/13/20,49.8153,6.1296,3292,69,500
Madagascar,4/13/20,-18.7669,46.8691,106,0,21
Malaysia,4/13/20,2.5,112.5,4817,77,2276
Maldives,4/13/20,3.2028,73.2207,20,0,14
Malta,4/13/20,35.9375,14.3754,384,3,44
Mauritania,4/13/20,21.0079,10.9408,7,1,2
Mauritius,4/13/20,-20.2,57.5,324,9,42
Mexico,4/13/20,23.6345,-102.5528,5014,332,1843
Moldova,4/13/20,47.4116,28.3699,1712,35,107
Monaco,4/13/20,43.7333,7.4167,93,1,6
Mongolia,4/13/20,46.8625,103.8467,17,0,4
Montenegro,4/13/20,42.5,19.3,274,3,5
Morocco,4/13/20,31.7917,-7.0926,1763,126,203
Namibia,4/13/20,-22.9576,18.4904,16,0,3
Nepal,4/13/20,28.1667,84.25,14,0,1
Netherlands,4/13/20,94.8633,-196.7893,26707,2833,295
New Zealand,4/13/20,-40.9006,174.886,1349,5,546
Nicaragua,4/13/20,12.8654,-85.2072,9,1,4
Niger,4/13/20,17.6078,8.0817,529,12,75
Nigeria,4/13/20,9.082,8.6753,343,10,91
North Macedonia,4/13/20,41.6086,21.7453,854,38,44
Norway,4/13/20,60.472,8.4689,6603,134,32
Oman,4/13/20,21.0,57.0,727,4,124
Pakistan,4/13/20,30.3753,69.3451,5496,93,1095
Panama,4/13/20,8.538,-80.7821,3400,87,29
Papua New Guinea,4/13/20,-6.315,143.9555,2,0,0
Paraguay,4/13/20,-23.4425,-58.4438,147,6,22
Peru,4/13/20,-9.19,-75.0152,9784,216,2642
Philippines,4/13/20,13.0,122.0,4932,315,242
Poland,4/13/20,51.9194,19.1451,6934,245,487
Portugal,4/13/20,39.3999,-8.2245,16934,535,277
Qatar,4/13/20,25.3548,51.1839,3231,7,334
Romania,4/13/20,45.9432,24.9668,6633,331,914
Russia,4/13/20,60.0,90.0,18328,148,1470
Rwanda,4/13/20,-1.9403,29.8739,127,0,42
Saint Lucia,4/13/20,13.9094,-60.9789,15,0,4
Saint Vincent and the Grenadines,4/13/20,12.9843,-61.2872,12,0,1
San Marino,4/13/20,43.9424,12.4578,356,35,53
Saudi Arabia,4/13/20,24.0,45.0,4934,65,805
Senegal,4/13/20,14.4974,-14.4524,291,2,178
Serbia,4/13/20,44.0165,21.0059,4054,85,0
Seychelles,4/13/20,-4.6796,55.492,11,0,0
Singapore,4/13/20,1.2833,103.8333,2918,9,586
Slovakia,4/13/20,48.669,19.699,769,2,107
Slovenia,4/13/20,46.1512,14.9955,1212,55,152
Somalia,4/13/20,5.1521,46.1996,60,2,2
South Africa,4/13/20,-30.5595,22.9375,2272,27,410
Spain,4/13/20,40.0,-4.0,170099,17756,64727
Sri Lanka,4/13/20,7.0,81.0,217,7,56
Sudan,4/13/20,12.8628,30.2176,29,4,4
Suriname,4/13/20,3.9193,-56.0278,10,1,6
Sweden,4/13/20,63.0,16.0,10948,919,381
Switzerland,4/13/20,46.8182,8.2275,25688,1138,13700
Taiwan*,4/13/20,23.7,121.0,393,6,109
Tanzania,4/13/20,-6.369,34.8888,49,3,7
Thailand,4/13/20,15.0,101.0,2579,40,1288
Togo,4/13/20,8.6195,0.8248,77,3,29
Trinidad and Tobago,4/13/20,10.6918,-61.2225,113,8,16
Tunisia,4/13/20,34.0,9.0,726,34,43
Turkey,4/13/20,38.9637,35.2433,61049,1296,3957
Uganda,4/13/20,1.0,32.0,54,0,7
Ukraine,4/13/20,48.3794,31.1656,3102,93,97
United Arab Emirates,4/13/20,24.0,54.0,4521,25,852
United Kingdom,4/13/20,270.0299,-482.92470000000003,89570,13047,304
Uruguay,4/13/20,-32.5228,-55.7658,480,8,231
US,4/13/20,37.0902,-95.7129,580619,27870,43482
Uzbekistan,4/13/20,41.3775,64.5853,998,4,85
Venezuela,4/13/20,6.4238,-66.5897,189,9,110
Vietnam,4/13/20,16.0,108.0,265,0,146
Zambia,4/13/20,-15.4167,28.2833,45,2,30
Zimbabwe,4/13/20,-20.0,30.0,17,3,0
Dominica,4/13/20,15.415,-61.371,16,0,8
Grenada,4/13/20,12.1165,-61.678999999999995,14,0,0
Mozambique,4/13/20,-18.665695,35.529562,21,0,0
Syria,4/13/20,34.802075,38.996815000000005,25,2,0
Timor-Leste,4/13/20,-8.874217,125.727539,4,0,0
Belize,4/13/20,13.1939,-59.5432,18,2,0
Laos,4/13/20,19.856270000000002,102.495496,19,0,0
Libya,4/13/20,26.3351,17.228331,26,1,9
West Bank and Gaza,4/13/20,31.9522,35.2332,308,2,58
Guinea-Bissau,4/13/20,11.8037,-15.1804,38,0,0
Mali,4/13/20,17.570692,-3.9961660000000006,123,10,26
Saint Kitts and Nevis,4/13/20,17.357822,-62.782998,12,0,0
Kosovo,4/13/20,42.602636,20.902977,283,7,58
Burma,4/13/20,21.9162,95.956,62,4,2
MS Zaandam,4/13/20,0.0,0.0,9,2,0
Botswana,4/13/20,-22.3285,24.6849,13,1,0
Burundi,4/13/20,-3.3731,29.9189,5,1,0
Sierra Leone,4/13/20,8.460555000000001,-11.779889,10,0,0
Malawi,4/13/20,-13.254307999999998,34.301525,16,2,0
South Sudan,4/13/20,6.877000000000001,31.307,4,0,0
Western Sahara,4/13/20,24.2155,-12.8858,6,0,0
Sao Tome and Principe,4/13/20,0.18636,6.613081,4,0,0
Yemen,4/13/20,15.552726999999999,48.516388,1,0,0
Comoros,4/13/20,-11.6455,43.3333,0,0,0
Tajikistan,4/13/20,38.861034000000004,71.276093,0,0,0
Afghanistan,4/14/20,33.0,65.0,714,23,40
Albania,4/14/20,41.1533,20.1683,475,24,248
Algeria,4/14/20,28.0339,1.6596,2070,326,691
Andorra,4/14/20,42.5063,1.5218,659,31,128
Angola,4/14/20,-11.2027,17.8739,19,2,5
Antigua and Barbuda,4/14/20,17.0608,-61.7964,23,2,3
Argentina,4/14/20,-38.4161,-63.6167,2277,102,559
Armenia,4/14/20,40.0691,45.0382,1067,16,265
Australia,4/14/20,-255.9695,1129.8623,6415,62,2186
Austria,4/14/20,47.5162,14.5501,14226,384,7633
Azerbaijan,4/14/20,40.1431,47.5769,1197,13,351
Bahamas,4/14/20,25.0343,-77.3963,49,8,6
Bahrain,4/14/20,26.0275,50.55,1528,7,645
Bangladesh,4/14/20,23.685,90.3563,1012,46,42
Barbados,4/14/20,13.1939,-59.5432,72,4,13
Belarus,4/14/20,53.7098,27.9534,3281,33,203
Belgium,4/14/20,50.8333,4.0,31119,4157,6868
Benin,4/14/20,9.3077,2.3158,35,1,18
Bhutan,4/14/20,27.5142,90.4336,5,0,2
Bolivia,4/14/20,-16.2902,-63.5887,354,28,6
Bosnia and Herzegovina,4/14/20,43.9159,17.6791,1083,40,236
Brazil,4/14/20,-14.235,-51.9253,25262,1532,3046
Brunei,4/14/20,4.5353,114.7277,136,1,107
Bulgaria,4/14/20,42.7339,25.4858,713,35,81
Burkina Faso,4/14/20,12.2383,-1.5616,528,30,177
Cabo Verde,4/14/20,16.5388,-23.0418,11,1,1
Cambodia,4/14/20,11.55,104.9167,122,0,91
Cameroon,4/14/20,3.8480000000000003,11.5021,848,14,0
Canada,4/14/20,671.7607,-1237.6289,27035,901,0
Central African Republic,4/14/20,6.6111,20.9394,11,0,4
Chad,4/14/20,15.4542,18.7322,23,0,2
Chile,4/14/20,-35.6751,-71.543,7917,92,2646
China,4/14/20,1083.3367,3684.4197000000004,83306,3345,75833
Colombia,4/14/20,4.5709,-74.2973,2979,127,354
Congo (Brazzaville),4/14/20,-4.0383,21.7587,60,5,5
Congo (Kinshasa),4/14/20,-4.0383,21.7587,241,20,20
Costa Rica,4/14/20,9.7489,-83.7534,618,3,66
Cote d'Ivoire,4/14/20,7.54,-5.5471,638,6,114
Croatia,4/14/20,45.1,15.2,1704,31,415
Diamond Princess,4/14/20,0.0,0.0,712,12,639
Cuba,4/14/20,22.0,-80.0,766,21,132
Cyprus,4/14/20,35.1264,33.4299,695,12,65
Czechia,4/14/20,49.8175,15.472999999999999,6111,161,0
Denmark,4/14/20,189.8634,-40.014300000000006,6706,299,2689
Djibouti,4/14/20,11.8251,42.5903,363,2,53
Dominican Republic,4/14/20,18.7357,-70.1627,3286,183,162
Ecuador,4/14/20,-1.8312,-78.1834,7603,369,696
Egypt,4/14/20,26.0,30.0,2350,178,589
El Salvador,4/14/20,13.7942,-88.8965,149,6,25
Equatorial Guinea,4/14/20,1.5,10.0,41,0,4
Eritrea,4/14/20,15.1794,39.7823,34,0,0
Estonia,4/14/20,58.5953,25.0136,1373,31,115
Eswatini,4/14/20,-26.5225,31.4659,15,0,8
Ethiopia,4/14/20,9.145,40.4897,82,3,14
Fiji,4/14/20,-17.7134,178.065,16,0,0
Finland,4/14/20,64.0,26.0,3161,64,300
France,4/14/20,91.3624,59.71919999999999,130365,15731,28805
Gabon,4/14/20,-0.8037,11.6094,57,1,1
Gambia,4/14/20,13.4432,-15.3101,9,1,2
Georgia,4/14/20,42.3154,43.3569,300,3,69
Germany,4/14/20,51.0,9.0,131359,3294,68200
Ghana,4/14/20,7.9465,-1.0232,636,8,17
Greece,4/14/20,39.0742,21.8243,2170,101,269
Guatemala,4/14/20,15.7835,-90.2308,167,5,19
Guinea,4/14/20,9.9456,-9.6966,363,0,31
Guyana,4/14/20,5.0,-58.75,47,6,8
Haiti,4/14/20,18.9712,-72.2852,40,3,0
Holy See,4/14/20,41.9029,12.4534,8,0,2
Honduras,4/14/20,15.2,-86.2419,407,26,7
Hungary,4/14/20,47.1625,19.5033,1512,122,122
Iceland,4/14/20,64.9631,-19.0208,1720,8,989
India,4/14/20,21.0,78.0,11487,393,1359
Indonesia,4/14/20,-0.7893,113.9213,4839,459,426
Iran,4/14/20,32.0,53.0,74877,4683,48129
Iraq,4/14/20,33.0,44.0,1400,78,766
Ireland,4/14/20,53.1424,-7.6921,11479,406,25
Israel,4/14/20,31.0,35.0,12046,123,2195
Italy,4/14/20,43.0,12.0,162488,21067,37130
Jamaica,4/14/20,18.1096,-77.2975,73,4,19
Japan,4/14/20,36.0,138.0,7645,143,799
Jordan,4/14/20,31.24,36.51,397,7,235
Kazakhstan,4/14/20,48.0196,66.9237,1232,14,203
Kenya,4/14/20,-0.0236,37.9062,216,9,41
South Korea,4/14/20,36.0,128.0,10564,222,7534
Kuwait,4/14/20,29.5,47.75,1355,3,176
Kyrgyzstan,4/14/20,41.2044,74.7661,430,5,71
Latvia,4/14/20,56.8796,24.6032,657,5,16
Lebanon,4/14/20,33.8547,35.8623,641,21,80
Liberia,4/14/20,6.4281,-9.4295,59,6,4
Liechtenstein,4/14/20,47.14,9.55,79,1,55
Lithuania,4/14/20,55.1694,23.8813,1070,29,101
Luxembourg,4/14/20,49.8153,6.1296,3307,67,500
Madagascar,4/14/20,-18.7669,46.8691,108,0,23
Malaysia,4/14/20,2.5,112.5,4987,82,2478
Maldives,4/14/20,3.2028,73.2207,20,0,16
Malta,4/14/20,35.9375,14.3754,393,3,44
Mauritania,4/14/20,21.0079,10.9408,7,1,2
Mauritius,4/14/20,-20.2,57.5,324,9,51
Mexico,4/14/20,23.6345,-102.5528,5399,406,1964
Moldova,4/14/20,47.4116,28.3699,1934,40,134
Monaco,4/14/20,43.7333,7.4167,93,1,6
Mongolia,4/14/20,46.8625,103.8467,30,0,5
Montenegro,4/14/20,42.5,19.3,283,4,46
Morocco,4/14/20,31.7917,-7.0926,1888,126,217
Namibia,4/14/20,-22.9576,18.4904,16,0,3
Nepal,4/14/20,28.1667,84.25,16,0,1
Netherlands,4/14/20,94.8633,-196.7893,27577,2955,297
New Zealand,4/14/20,-40.9006,174.886,1366,9,628
Nicaragua,4/14/20,12.8654,-85.2072,9,1,4
Niger,4/14/20,17.6078,8.0817,570,14,90
Nigeria,4/14/20,9.082,8.6753,373,11,99
North Macedonia,4/14/20,41.6086,21.7453,908,44,86
Norway,4/14/20,60.472,8.4689,6623,139,32
Oman,4/14/20,21.0,57.0,813,4,130
Pakistan,4/14/20,30.3753,69.3451,5837,96,1378
Panama,4/14/20,8.538,-80.7821,3472,94,61
Papua New Guinea,4/14/20,-6.315,143.9555,2,0,0
Paraguay,4/14/20,-23.4425,-58.4438,159,7,22
Peru,4/14/20,-9.19,-75.0152,10303,230,2869
Philippines,4/14/20,13.0,122.0,5223,335,295
Poland,4/14/20,51.9194,19.1451,7202,263,618
Portugal,4/14/20,39.3999,-8.2245,17448,567,347
Qatar,4/14/20,25.3548,51.1839,3428,7,373
Romania,4/14/20,45.9432,24.9668,6879,351,1051
Russia,4/14/20,60.0,90.0,21102,170,1694
Rwanda,4/14/20,-1.9403,29.8739,134,0,49
Saint Lucia,4/14/20,13.9094,-60.9789,15,0,11
Saint Vincent and the Grenadines,4/14/20,12.9843,-61.2872,12,0,1
San Marino,4/14/20,43.9424,12.4578,371,36,53
Saudi Arabia,4/14/20,24.0,45.0,5369,73,889
Senegal,4/14/20,14.4974,-14.4524,299,2,183
Serbia,4/14/20,44.0165,21.0059,4465,94,0
Seychelles,4/14/20,-4.6796,55.492,11,0,0
Singapore,4/14/20,1.2833,103.8333,3252,10,611
Slovakia,4/14/20,48.669,19.699,835,2,113
Slovenia,4/14/20,46.1512,14.9955,1220,56,152
Somalia,4/14/20,5.1521,46.1996,60,2,2
South Africa,4/14/20,-30.5595,22.9375,2415,27,410
Spain,4/14/20,40.0,-4.0,172541,18056,67504
Sri Lanka,4/14/20,7.0,81.0,233,7,61
Sudan,4/14/20,12.8628,30.2176,32,5,4
Suriname,4/14/20,3.9193,-56.0278,10,1,6
Sweden,4/14/20,63.0,16.0,11445,1033,381
Switzerland,4/14/20,46.8182,8.2275,25936,1174,13700
Taiwan*,4/14/20,23.7,121.0,393,6,124
Tanzania,4/14/20,-6.369,34.8888,53,3,7
Thailand,4/14/20,15.0,101.0,2613,41,1405
Togo,4/14/20,8.6195,0.8248,77,3,32
Trinidad and Tobago,4/14/20,10.6918,-61.2225,113,8,17
Tunisia,4/14/20,34.0,9.0,747,34,43
Turkey,4/14/20,38.9637,35.2433,65111,1403,4799
Uganda,4/14/20,1.0,32.0,55,0,8
Ukraine,4/14/20,48.3794,31.1656,3372,98,119
United Arab Emirates,4/14/20,24.0,54.0,4933,28,933
United Kingdom,4/14/20,270.0299,-482.92470000000003,94845,14095,323
Uruguay,4/14/20,-32.5228,-55.7658,483,8,248
US,4/14/20,37.0902,-95.7129,607670,30262,47763
Uzbekistan,4/14/20,41.3775,64.5853,1165,4,99
Venezuela,4/14/20,6.4238,-66.5897,189,9,110
Vietnam,4/14/20,16.0,108.0,266,0,169
Zambia,4/14/20,-15.4167,28.2833,45,2,30
Zimbabwe,4/14/20,-20.0,30.0,17,3,0
Dominica,4/14/20,15.415,-61.371,16,0,8
Grenada,4/14/20,12.1165,-61.678999999999995,14,0,0
Mozambique,4/14/20,-18.665695,35.529562,28,0,0
Syria,4/14/20,34.802075,38.996815000000005,29,2,0
Timor-Leste,4/14/20,-8.874217,125.727539,6,0,0
Belize,4/14/20,13.1939,-59.5432,18,2,0
Laos,4/14/20,19.856270000000002,102.495496,19,0,0
Libya,4/14/20,26.3351,17.228331,35,1,9
West Bank and Gaza,4/14/20,31.9522,35.2332,308,2,62
Guinea-Bissau,4/14/20,11.8037,-15.1804,38,0,0
Mali,4/14/20,17.570692,-3.9961660000000006,144,13,34
Saint Kitts and Nevis,4/14/20,17.357822,-62.782998,14,0,0
Kosovo,4/14/20,42.602636,20.902977,387,8,66
Burma,4/14/20,21.9162,95.956,63,4,2
MS Zaandam,4/14/20,0.0,0.0,9,2,0
Botswana,4/14/20,-22.3285,24.6849,13,1,0
Burundi,4/14/20,-3.3731,29.9189,5,1,0
Sierra Leone,4/14/20,8.460555000000001,-11.779889,11,0,0
Malawi,4/14/20,-13.254307999999998,34.301525,16,2,0
South Sudan,4/14/20,6.877000000000001,31.307,4,0,0
Western Sahara,4/14/20,24.2155,-12.8858,6,0,0
Sao Tome and Principe,4/14/20,0.18636,6.613081,4,0,0
Yemen,4/14/20,15.552726999999999,48.516388,1,0,0
Comoros,4/14/20,-11.6455,43.3333,0,0,0
Tajikistan,4/14/20,38.861034000000004,71.276093,0,0,0
Afghanistan,4/15/20,33.0,65.0,784,25,43
Albania,4/15/20,41.1533,20.1683,494,25,251
Algeria,4/15/20,28.0339,1.6596,2160,336,708
Andorra,4/15/20,42.5063,1.5218,673,33,169
Angola,4/15/20,-11.2027,17.8739,19,2,5
Antigua and Barbuda,4/15/20,17.0608,-61.7964,23,2,3
Argentina,4/15/20,-38.4161,-63.6167,2443,111,596
Armenia,4/15/20,40.0691,45.0382,1111,17,297
Australia,4/15/20,-255.9695,1129.8623,6440,63,2186
Austria,4/15/20,47.5162,14.5501,14336,393,8098
Azerbaijan,4/15/20,40.1431,47.5769,1253,13,404
Bahamas,4/15/20,25.0343,-77.3963,49,8,6
Bahrain,4/15/20,26.0275,50.55,1671,7,663
Bangladesh,4/15/20,23.685,90.3563,1231,50,49
Barbados,4/15/20,13.1939,-59.5432,73,5,15
Belarus,4/15/20,53.7098,27.9534,3728,36,203
Belgium,4/15/20,50.8333,4.0,33573,4440,7107
Benin,4/15/20,9.3077,2.3158,35,1,18
Bhutan,4/15/20,27.5142,90.4336,5,0,2
Bolivia,4/15/20,-16.2902,-63.5887,397,28,7
Bosnia and Herzegovina,4/15/20,43.9159,17.6791,1110,41,253
Brazil,4/15/20,-14.235,-51.9253,28320,1736,14026
Brunei,4/15/20,4.5353,114.7277,136,1,108
Bulgaria,4/15/20,42.7339,25.4858,747,36,105
Burkina Faso,4/15/20,12.2383,-1.5616,542,32,226
Cabo Verde,4/15/20,16.5388,-23.0418,56,1,1
Cambodia,4/15/20,11.55,104.9167,122,0,96
Cameroon,4/15/20,3.8480000000000003,11.5021,848,17,0
Canada,4/15/20,671.7607,-1237.6289,28209,1008,0
Central African Republic,4/15/20,6.6111,20.9394,12,0,4
Chad,4/15/20,15.4542,18.7322,23,0,2
Chile,4/15/20,-35.6751,-71.543,8273,94,2937
China,4/15/20,1083.3367,3684.4197000000004,83356,3346,75926
Colombia,4/15/20,4.5709,-74.2973,3105,131,452
Congo (Brazzaville),4/15/20,-4.0383,21.7587,117,5,11
Congo (Kinshasa),4/15/20,-4.0383,21.7587,254,21,21
Costa Rica,4/15/20,9.7489,-83.7534,626,4,67
Cote d'Ivoire,4/15/20,7.54,-5.5471,638,6,114
Croatia,4/15/20,45.1,15.2,1741,33,473
Diamond Princess,4/15/20,0.0,0.0,712,12,639
Cuba,4/15/20,22.0,-80.0,814,24,151
Cyprus,4/15/20,35.1264,33.4299,715,12,65
Czechia,4/15/20,49.8175,15.472999999999999,6216,166,0
Denmark,4/15/20,189.8634,-40.014300000000006,6876,309,2925
Djibouti,4/15/20,11.8251,42.5903,435,2,71
Dominican Republic,4/15/20,18.7357,-70.1627,3614,189,208
Ecuador,4/15/20,-1.8312,-78.1834,7858,388,780
Egypt,4/15/20,26.0,30.0,2505,183,589
El Salvador,4/15/20,13.7942,-88.8965,159,6,30
Equatorial Guinea,4/15/20,1.5,10.0,51,0,4
Eritrea,4/15/20,15.1794,39.7823,35,0,0
Estonia,4/15/20,58.5953,25.0136,1400,35,117
Eswatini,4/15/20,-26.5225,31.4659,15,0,8
Ethiopia,4/15/20,9.145,40.4897,85,3,15
Fiji,4/15/20,-17.7134,178.065,16,0,0
Finland,4/15/20,64.0,26.0,3237,72,300
France,4/15/20,91.3624,59.71919999999999,133585,17169,30955
Gabon,4/15/20,-0.8037,11.6094,80,1,4
Gambia,4/15/20,13.4432,-15.3101,9,1,2
Georgia,4/15/20,42.3154,43.3569,306,3,71
Germany,4/15/20,51.0,9.0,134753,3804,72600
Ghana,4/15/20,7.9465,-1.0232,636,8,17
Greece,4/15/20,39.0742,21.8243,2192,102,269
Guatemala,4/15/20,15.7835,-90.2308,180,5,19
Guinea,4/15/20,9.9456,-9.6966,404,1,31
Guyana,4/15/20,5.0,-58.75,55,6,8
Haiti,4/15/20,18.9712,-72.2852,41,3,0
Holy See,4/15/20,41.9029,12.4534,8,0,2
Honduras,4/15/20,15.2,-86.2419,419,31,9
Hungary,4/15/20,47.1625,19.5033,1579,134,192
Iceland,4/15/20,64.9631,-19.0208,1727,8,1077
India,4/15/20,21.0,78.0,12322,405,1432
Indonesia,4/15/20,-0.7893,113.9213,5136,469,446
Iran,4/15/20,32.0,53.0,76389,4777,49933
Iraq,4/15/20,33.0,44.0,1415,79,812
Ireland,4/15/20,53.1424,-7.6921,12547,444,77
Israel,4/15/20,31.0,35.0,12501,130,2563
Italy,4/15/20,43.0,12.0,165155,21645,38092
Jamaica,4/15/20,18.1096,-77.2975,125,5,21
Japan,4/15/20,36.0,138.0,8100,146,853
Jordan,4/15/20,31.24,36.51,401,7,250
Kazakhstan,4/15/20,48.0196,66.9237,1295,16,240
Kenya,4/15/20,-0.0236,37.9062,225,10,53
South Korea,4/15/20,36.0,128.0,10591,225,7616
Kuwait,4/15/20,29.5,47.75,1405,3,206
Kyrgyzstan,4/15/20,41.2044,74.7661,449,5,78
Latvia,4/15/20,56.8796,24.6032,666,5,44
Lebanon,4/15/20,33.8547,35.8623,658,21,85
Liberia,4/15/20,6.4281,-9.4295,59,6,4
Liechtenstein,4/15/20,47.14,9.55,79,1,55
Lithuania,4/15/20,55.1694,23.8813,1091,30,138
Luxembourg,4/15/20,49.8153,6.1296,3373,69,526
Madagascar,4/15/20,-18.7669,46.8691,110,0,29
Malaysia,4/15/20,2.5,112.5,5072,83,2647
Maldives,4/15/20,3.2028,73.2207,22,0,16
Malta,4/15/20,35.9375,14.3754,399,3,44
Mauritania,4/15/20,21.0079,10.9408,7,1,2
Mauritius,4/15/20,-20.2,57.5,324,9,65
Mexico,4/15/20,23.6345,-102.5528,5847,449,2125
Moldova,4/15/20,47.4116,28.3699,2049,46,171
Monaco,4/15/20,43.7333,7.4167,93,3,12
Mongolia,4/15/20,46.8625,103.8467,30,0,5
Montenegro,4/15/20,42.5,19.3,288,4,55
Morocco,4/15/20,31.7917,-7.0926,2024,127,229
Namibia,4/15/20,-22.9576,18.4904,16,0,3
Nepal,4/15/20,28.1667,84.25,16,0,1
Netherlands,4/15/20,94.8633,-196.7893,28313,3145,304
New Zealand,4/15/20,-40.9006,174.886,1386,9,728
Nicaragua,4/15/20,12.8654,-85.2072,9,1,4
Niger,4/15/20,17.6078,8.0817,584,14,90
Nigeria,4/15/20,9.082,8.6753,407,12,128
North Macedonia,4/15/20,41.6086,21.7453,974,45,98
Norway,4/15/20,60.472,8.4689,6740,150,32
Oman,4/15/20,21.0,57.0,910,4,131
Pakistan,4/15/20,30.3753,69.3451,6383,111,1446
Panama,4/15/20,8.538,-80.7821,3574,95,72
Papua New Guinea,4/15/20,-6.315,143.9555,2,0,0
Paraguay,4/15/20,-23.4425,-58.4438,161,8,23
Peru,4/15/20,-9.19,-75.0152,11475,254,3108
Philippines,4/15/20,13.0,122.0,5453,349,353
Poland,4/15/20,51.9194,19.1451,7582,286,668
Portugal,4/15/20,39.3999,-8.2245,18091,599,383
Qatar,4/15/20,25.3548,51.1839,3711,7,406
Romania,4/15/20,45.9432,24.9668,7216,372,1217
Russia,4/15/20,60.0,90.0,24490,198,1986
Rwanda,4/15/20,-1.9403,29.8739,136,0,54
Saint Lucia,4/15/20,13.9094,-60.9789,15,0,11
